PLOTID,country,m,r
a23-0150216651691_55-43745727920434,LTU,crop/built stable,crop/built stable
a23-87603051362732_55-26448225593663,LTU,crop/built stable,crop/built stable
a23-23641260242338_55-46187322028449,LTU,crop/built stable,crop/built stable
a23-02866961821415_55-3297136982876,LTU,crop/built stable,crop/built stable
a23-55984242826435_55-01124058591631,LTU,crop/built stable,crop/built stable
a22-89780622237404_55-15367906172374,LTU,crop/built stable,crop/built stable
a23-8143187075498_54-97784682640801,LTU,crop/built stable,crop/built stable
a22-74998427110294_54-974262629962,LTU,crop/built stable,crop/built stable
a23-22971816690211_54-84282331987862,LTU,crop/built stable,crop/built stable
a21-43834638845884_55-70452251022178,LTU,crop/built stable,crop/built stable
a21-3191935328817_55-69244753539704,LTU,crop/built stable,crop/built stable
a23-18830004125522_55-92219672145347,LTU,crop/built stable,crop/built stable
a23-80408018676089_56-11019548079923,LTU,crop/built stable,crop/built stable
a23-55700424380772_56-10283762224332,LTU,crop/built stable,crop/built stable
a24-19320127588066_56-02846366480092,LTU,crop/built stable,crop/built stable
a23-94812399470322_55-69408887749492,LTU,crop/built stable,crop/built stable
a23-8908182251068_55-75480519606633,LTU,crop/built stable,crop/built stable
a23-99448469397971_56-31123617643103,LTU,crop/built stable,crop/built stable
a24-4854429589948_55-56683763990404,LTU,crop/built stable,crop/built stable
a24-90471835098552_55-4392943181964,LTU,crop/built stable,nature stable
a24-69008285543126_54-64141665238925,LTU,crop/built stable,crop/built stable
a24-35136098655139_55-43305924959929,LTU,crop/built stable,crop/built stable
a24-49908519092817_54-88722997356876,LTU,crop/built stable,crop/built stable
a21-86743092402196_55-9444645366206,LTU,cropland loss,cropland loss
a24-25634799682091_55-93190241887732,LTU,cropland loss,cropland loss
a24-30983682802799_55-72413222709245,LTU,cropland loss,nature loss
a25-02988969587622_55-74677499341156,LTU,cropland loss,cropland loss
a23-27412968999523_54-4965578491778,LTU,cropland loss,cropland loss
a23-40011633640727_54-57793606093634,LTU,cropland loss,cropland loss
a23-03844998412235_54-69565191829868,LTU,cropland loss,cropland loss
a23-33303454247764_54-55092786965282,LTU,cropland loss,nature loss
a23-41278312764243_54-58713873823136,LTU,cropland loss,cropland loss
a25-31687167280076_54-60738081423834,LTU,cropland loss,cropland loss
a25-4381448076994_54-72274827593249,LTU,cropland loss,nature loss
a25-43758778981616_54-72254315104171,LTU,cropland loss,cropland loss
a25-06202397772948_54-55722067989229,LTU,cropland loss,cropland loss
a25-36430124275651_54-29910370352071,LTU,cropland loss,crop/built stable
a23-86848153317125_55-59762901506166,LTU,cropland loss,crop/built stable
a23-60377487733027_55-03436583936929,LTU,cropland loss,crop/built stable
a23-71530904819375_54-95377901481515,LTU,cropland loss,crop/built stable
a23-14179922044645_55-35608316230098,LTU,cropland loss,nature loss
a21-36856308501194_55-61467429549347,LTU,cropland loss,nature stable
a21-15474647788115_55-698628558731,LTU,cropland loss,nature loss
a21-20839757336518_55-71486574255122,LTU,cropland loss,crop/built stable
a21-23832059569166_55-7893456162024,LTU,cropland loss,nature stable
a21-17952770383418_55-73577402004007,LTU,cropland loss,nature stable
a23-25486194759619_55-9194390609741,LTU,cropland loss,cropland loss
a23-66424343873305_56-24938211963171,LTU,cropland loss,cropland loss
a24-00767421472246_56-09080689008188,LTU,cropland loss,cropland loss
a23-01496047199983_56-30590280034158,LTU,cropland loss,cropland loss
a22-5908140305828_56-02945777522132,LTU,cropland loss,crop/built stable
a23-25288957820298_55-92320462283161,LTU,cropland loss,crop/built stable
a25-03046671766388_54-79642513137193,LTU,cropland loss,nature stable
a25-17407644022012_54-74691779386581,LTU,cropland loss,cropland loss
a24-18715485890474_55-15875571591985,LTU,cropland loss,cropland loss
a24-91816423394466_55-34177615181186,LTU,cropland loss,cropland loss
a23-79150489217043_54-78585364460765,LTU,cropland loss,cropland loss
a24-82417837552798_54-79285075605263,LTU,cropland loss,cropland loss
a24-2428040669578_55-3769790372124,LTU,cropland loss,cropland loss
a23-97151643395755_54-84874094200009,LTU,cropland loss,nature loss
a23-81640990718721_54-9589804124001,LTU,cropland loss,nature loss
a23-80032065125432_54-86843572581086,LTU,cropland loss,cropland loss
a21-82680309093379_55-91832871318996,LTU,nature loss,nature loss
a22-29352660249773_56-31293316320805,LTU,nature loss,crop/built stable
a21-77682253926106_55-8895065579771,LTU,nature loss,crop/built stable
a22-06807479823169_56-27596835137667,LTU,nature loss,nature stable
a25-45515613099965_56-09925608753222,LTU,nature loss,crop/built stable
a25-77187269965545_55-94468722749863,LTU,nature loss,nature stable
a24-30771918787576_55-72501352305368,LTU,nature loss,nature stable
a25-53419081240841_55-77439066643259,LTU,nature loss,crop/built stable
a25-69950364224379_54-54453503050448,LTU,nature loss,nature loss
a25-80291302156969_55-03215052918966,LTU,nature loss,nature loss
a25-49227879769426_54-70483626873595,LTU,nature loss,nature loss
a25-38796093357403_54-62213305751171,LTU,nature loss,nature stable
a25-52215095734222_54-61264506627145,LTU,nature loss,nature stable
a25-24088569959571_54-48487409625098,LTU,nature loss,cropland loss
a23-08813428534901_55-285744191784,LTU,nature loss,nature loss
a23-70862051372553_55-66286502859796,LTU,nature loss,crop/built stable
a22-56733195502461_55-64957388950029,LTU,nature loss,nature stable
a21-10224524834724_55-91598894364859,LTU,nature loss,nature loss
a22-0430550351457_55-57844921366437,LTU,nature loss,nature stable
a21-25937190190389_55-41532708080999,LTU,nature loss,nature loss
a21-36320136426028_55-76301541952142,LTU,nature loss,nature stable
a21-17191299774321_55-74980139304078,LTU,nature loss,nature loss
a23-30994447835719_55-91411219169873,LTU,nature loss,nature stable
a23-85010550097337_54-93795197365026,LTU,nature loss,nature loss
a24-00729116461169_54-746095679876,LTU,nature loss,nature stable
a24-78434709277917_55-09666079746874,LTU,nature loss,crop/built stable
a25-15047309418211_54-66451671748879,LTU,nature loss,nature loss
a23-88539338308102_54-87014321385724,LTU,nature loss,nature stable
a25-07656741543559_54-64502822756448,LTU,nature loss,cropland loss
a23-85461713981974_54-94913944963014,LTU,nature loss,nature loss
a24-024420138922_54-93769106663527,LTU,nature loss,nature loss
a25-20327661828191_54-75375946699891,LTU,nature loss,nature loss
a25-13136017472799_54-79460518586782,LTU,nature loss,nature loss
a23-90060464600008_54-84057051175409,LTU,nature loss,nature loss
a25-54368511504872_55-42504444119137,LTU,nature loss,crop/built stable
a25-16210856197042_54-59408088345325,LTU,nature loss,nature stable
a25-11936172804775_54-67861309866841,LTU,nature loss,nature loss
a21-90533500907685_56-36594413333906,LTU,nature stable,crop/built stable
a21-10128103955516_56-03807183978664,LTU,nature stable,crop/built stable
a24-39375099460867_55-79992390511306,LTU,nature stable,nature stable
a25-62660404483189_55-5591449476517,LTU,nature stable,crop/built stable
a24-15421756027925_55-62249686660827,LTU,nature stable,nature stable
a25-59490772317325_55-45342900483383,LTU,nature stable,nature stable
a24-56075346633507_55-90558488593918,LTU,nature stable,nature stable
a25-28909483091046_55-74914306594356,LTU,nature stable,crop/built stable
a24-73337795244573_55-78379241795045,LTU,nature stable,nature stable
a25-06318192225859_56-1222892432891,LTU,nature stable,crop/built stable
a24-77922017489086_56-04798774650032,LTU,nature stable,crop/built stable
a24-77170953521122_56-17069993014979,LTU,nature stable,crop/built stable
a23-35953215493991_54-75386812438594,LTU,nature stable,nature stable
a23-21478714856377_54-30059980158374,LTU,nature stable,nature stable
a22-76114968263615_54-46443777111048,LTU,nature stable,nature stable
a23-54515241030762_54-51613190622135,LTU,nature stable,nature stable
a22-77074043855139_54-51409610850389,LTU,nature stable,nature stable
a26-0751451811391_55-78206340986875,LTU,nature stable,nature stable
a26-36529656934355_55-5451153178764,LTU,nature stable,nature stable
a25-99707561829554_55-47631840219708,LTU,nature stable,nature stable
a26-07081268739913_55-53879116527574,LTU,nature stable,nature stable
a25-46629628328358_54-55120138147109,LTU,nature stable,nature stable
a25-71549665660466_54-99777085435528,LTU,nature stable,nature stable
a26-76652913502924_55-28259813819366,LTU,nature stable,nature stable
a25-67471800050345_54-93265489185048,LTU,nature stable,nature stable
a24-24869333669781_54-03747008205463,LTU,nature stable,nature stable
a25-02447199506276_54-45915139133739,LTU,nature stable,nature stable
a23-68772243309734_54-33050957126338,LTU,nature stable,crop/built stable
a24-08309000625492_54-66873287051234,LTU,nature stable,nature stable
a24-20528833322949_54-44343375821806,LTU,nature stable,crop/built stable
a24-28753700940258_54-49219173771866,LTU,nature stable,crop/built stable
a23-65326055965814_54-11483441943422,LTU,nature stable,nature stable
a24-9465907049088_54-52107439029398,LTU,nature stable,nature stable
a24-46851689553908_54-4036322009885,LTU,nature stable,nature stable
a24-64127564736696_54-61402461016327,LTU,nature stable,crop/built stable
a24-41022076661014_54-09703970335053,LTU,nature stable,nature stable
a23-7545218079212_54-03140064745211,LTU,nature stable,nature stable
a23-99005475666113_53-94156325574627,LTU,nature stable,nature stable
a25-52079626629357_54-47285793817451,LTU,nature stable,crop/built stable
a25-32414900085911_54-26823043267494,LTU,nature stable,nature stable
a25-29950686193997_54-49836172585107,LTU,nature stable,nature stable
a23-24935494111258_55-16482575187681,LTU,nature stable,nature stable
a22-460853950292_55-30477072116494,LTU,nature stable,nature stable
a23-39958817292611_55-06597383714722,LTU,nature stable,crop/built stable
a23-57719959843803_55-53723237321982,LTU,nature stable,crop/built stable
a23-61919975161334_54-82397240713129,LTU,nature stable,crop/built stable
a22-86958296704963_55-39568884206079,LTU,nature stable,nature stable
a22-59490804719676_55-33843228031201,LTU,nature stable,nature stable
a22-80310202565208_55-50777640792456,LTU,nature stable,nature stable
a21-07210490320891_55-88410505955299,LTU,nature stable,crop/built stable
a22-17776653118286_55-5623868359313,LTU,nature stable,crop/built stable
a22-13311147580656_55-65562665528224,LTU,nature stable,nature stable
a21-27422893416015_55-24700992378956,LTU,nature stable,nature stable
a21-99358464026948_55-11661438951622,LTU,nature stable,nature stable
a21-31386385870317_55-47711972551719,LTU,nature stable,nature stable
a21-46553833059766_55-52054244107685,LTU,nature stable,nature stable
a21-65632395137162_55-31424832712942,LTU,nature stable,crop/built stable
a22-92896428161425_55-90499268115683,LTU,nature stable,nature stable
a22-93776496580109_56-31119540259928,LTU,nature stable,nature stable
a23-90009108091499_55-75844285092343,LTU,nature stable,nature stable
a22-73984017743095_56-27757700052165,LTU,nature stable,nature stable
a23-30307890436195_56-33186613023322,LTU,nature stable,crop/built stable
a23-53754888978999_55-77279430982357,LTU,nature stable,nature stable
a22-87570149808997_55-78916149966641,LTU,nature stable,nature stable
a23-08984208957272_56-1414151397059,LTU,nature stable,nature stable
a25-28293036465922_54-69631245015209,LTU,nature stable,nature stable
a24-69156619391112_54-94383395181393,LTU,nature stable,nature stable
a25-31395240343001_55-01497432977224,LTU,nature stable,nature stable
a24-91647619698595_55-06379421458506,LTU,nature stable,nature stable
a24-16049277586092_54-99358489652592,LTU,nature stable,nature stable
a25-50476470373484_55-20272782115369,LTU,nature stable,crop/built stable
a24-23553348349981_54-86886509242172,LTU,nature stable,crop/built stable
a24-12286840553497_55-02493723933119,LTU,nature stable,nature stable
a25-11179225792579_54-71857628845195,LTU,nature stable,nature stable
a23-85392312088774_55-01982916407913,LTU,nature stable,nature stable
a23-93561887600797_55-14571665343051,LTU,nature stable,nature stable
a25-46151580601911_55-27802309075144,LTU,nature stable,nature stable
a25-30420866299554_55-3529603811753,LTU,nature stable,crop/built stable
a23-5573787606924_56-83830479483144,LVA,buffer nature stable,buffer nature stable
a24-26473300166597_56-88732607205887,LVA,nature loss,nature stable
a27-3135775884809_56-50347897904408,LVA,nature loss,nature loss
a25-33777566363496_57-08583764631004,LVA,nature stable,nature stable
a25-38928948469158_57-54618336562287,LVA,buffer nature stable,buffer nature stable
a24-64433155115054_57-46354110713082,LVA,nature stable,crop/built stable
a27-36704958560774_56-17996962414816,LVA,nature stable,nature stable
a27-01777573908328_56-23625744599595,LVA,nature stable,nature stable
a26-65753145827106_55-94372618262701,LVA,buffer crop/built stable,buffer crop/built stable
a26-62281291247301_55-85220293848158,LVA,nature loss,nature loss
a21-34614483874331_56-28741184144295,LVA,nature stable,crop/built stable
a27-09233986938179_56-4206003209658,LVA,nature stable,nature stable
a24-1896274716505_56-87950080287273,LVA,buffer nature stable,buffer crop/built stable
a23-93337389728376_56-7784735858345,LVA,buffer nature stable,cropland loss
a23-8416387592217_56-6670492246077,LVA,buffer nature stable,buffer nature stable
a23-67586204843344_56-61680825663868,LVA,buffer nature stable,buffer crop/built stable
a23-71312999245583_56-70056484837776,LVA,buffer nature stable,buffer nature stable
a24-068098616965_56-97340094453202,LVA,nature stable,nature stable
a24-19428908565361_56-58792417371907,LVA,buffer nature stable,buffer nature stable
a23-94311864352122_56-88505328971898,LVA,buffer nature stable,buffer nature stable
a24-41891307541975_56-87073226467027,LVA,buffer nature stable,buffer nature stable
a23-0644660552144_57-11771003398868,LVA,buffer nature stable,nature loss
a24-24975709122339_56-9104885153543,LVA,buffer nature stable,nature loss
a23-29173496174933_56-62489311899582,LVA,buffer nature stable,buffer nature stable
a24-22054622479856_57-1030663764172,LVA,buffer nature stable,buffer crop/built stable
a21-10459373269921_56-54355419234931,LVA,buffer nature stable,buffer crop/built stable
a22-44304479137219_56-41698993636627,LVA,buffer nature stable,buffer nature stable
